date,orgunit,orgunituid,mech_code,partner,operatingunit,psnu,hts_tst.u15.f,hts_tst.u15.m,hts_tst.o15.f,hts_tst.o15.m,hts_tst_pos.u15.f,hts_tst_pos.u15.m,hts_tst_pos.o15.f,hts_tst_pos.o15.m,tx_new.u15.f,tx_new.u15.m,tx_new.o15.f,tx_new.o15.m,vmmc_circ.u15.m,vmmc_circ.o15.m,prep_new.u15.f,prep_new.u15.m,prep_new.o15.f,prep_new.o15.m,tx_curr.u15.f,tx_curr.u15.m,tx_curr.o15.f,tx_curr.o15.m,tx_mmd.u15.f.u3mo,tx_mmd.u15.m.u3mo,tx_mmd.o15.f.u3mo,tx_mmd.o15.m.u3mo,tx_mmd.u15.f.35mo,tx_mmd.u15.m.35mo,tx_mmd.o15.f.35mo,tx_mmd.o15.m.35mo,tx_mmd.u15.f.o6mo,tx_mmd.u15.m.o6mo,tx_mmd.o15.f.o6mo,tx_mmd.o15.m.o6mo
10/5/2020,Engashura Health Centre,OawtMyQL9Ul,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,2,2,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Entarara Health Centre,By6DcLutcwD,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Entasopia Health Centre,illrA6OKdoW,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,0,0,19,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Esageri Health Centre,ZQgqFIkBBFE,18495,Afya Nyota Ya Bonde,Kenya,Baringo,1,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Ewuaso Kedong Dispensary,H61Y0QdsBuA,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,1,1,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Family Health options Kenya (Nakuru),wib64rY3rjI,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Fatima Health Centre (Lenkism),p4iwIjSbf3E,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Fatima Maternity Hospital,CcxslsBtsQq,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Finlays  Hospital,sEoXqfqZsqD,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,2,0,15,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,FITC Dispensary,jmRqtGBpt4c,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,4,1,10,11,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Fountain Medical clinic,n6P5beGJTqz,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Gilgil Astu Dispensary,SMAhDL1Fl2y,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,4,5,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Gilgil Sub-District Hospital,hPIyu4DKz7A,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,2,0,13,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Great Comm Medical Clinic,Z4DZDKNwAJd,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Gsu Dispensary,Nca4ge091C8,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Hekima Dispensary,H9TbWoVf7qe,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,1,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Holy Spirit Health Centre,aXfudBleDIL,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Huruma Dispensary,AdTqXtJBYOH,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,1,0,13,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Ikumbi Health Centre,dqG5iPGN6kc,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,2,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Illasit Medical Clinic,neaMYhgknJI,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Immurtot Health Centre,uy3ZHYVtpD6,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,2,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Industrial Area Dispensary,YgfCTnjlpQw,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,1,13,8,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Isinet Dispensary,ntiaFvFTppY,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Isinya Health Centre,wc0NpxPgZtd,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,1,0,40,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kabarak Health Centre,ppqVbGFTa5d,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kabarnet District Hospital,NLJ60NmywdR,18495,Afya Nyota Ya Bonde,Kenya,Baringo,0,0,13,8,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kabartonjo District Hospital,xImMpUKAS3h,18495,Afya Nyota Ya Bonde,Kenya,Baringo,1,3,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kabatini Health Centre,mclLBrFGqW1,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,1,24,8,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kabazi Health Centre,czHMvoCj4AN,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kajiado District Hospital,Y1cm1bNOK4f,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,1,3,28,20,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kalalu Dispensary,SokIkNwP3g9,18495,Afya Nyota Ya Bonde,Kenya,Laikipia,1,2,27,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kamara Dispensary,RVGfjz3EnhU,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,31,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kapkures Dispensary (Nakuru Central),Zt59yoGPW7z,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,2,2,48,17,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Karagita Dispensary,utXAn6gmkjc,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,1,0,8,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Karunga Dispensary,noxLfhMRkHD,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Keringet Health Centre (Kuresoi),REeM4tX62dZ,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,1,0,10,7,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kiambogo Dispensary (Naivasha),zKaveHwmi12,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kihingo Dispensary (CDF),N4KePG20vwi,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kijani (Mirera) Dispensary,wCntDDnmtcG,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kimana Health Centre,IVNgKdZX55Y,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,3,0,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kimanjo Dispensary,K5mruxmX0Vw,18495,Afya Nyota Ya Bonde,Kenya,Laikipia,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kimsaw Medical Clinic,gJYo9wqAtFW,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kiptagich Dispensary,Es1W5m7Swtf,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,1,3,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kiptangwanyi Dispensary,wxp1Rcr6dyJ,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,21,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kisima Health Centre,t1sT2mBLig4,18495,Afya Nyota Ya Bonde,Kenya,Samburu,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kitengela Health Centre,CjNhuzYWC9M,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,1,1,60,30,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kitengela Medical Services,eJBNoJDHnrV,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,1,2,29,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kiti Dispensary,H4ptP9XTEDq,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kiwamu Dispensary,CVdi3RseShv,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Kuresoi Health Centre,kcyBz8vMrZG,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,1,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Lakeview Nursing Home,cdhJZuYaHBQ,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Lamuria Dispensary (Laikipia East),tpBCsEtifAj,18495,Afya Nyota Ya Bonde,Kenya,Laikipia,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Lanet Health Centre,GeyBxNGEA16,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,17,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Langa Langa Health Centre,ZMTlSjed5Nm,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,1,29,11,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Lare Health Centre,cqmjtESOQ4a,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Likii Dispensary,rUGYB0BYwjW,18495,Afya Nyota Ya Bonde,Kenya,Laikipia,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Loitokitok District Hospital,RaP6CEIcZw7,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,2,0,51,14,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Longewan Dispensary,ukq03S66LrQ,18495,Afya Nyota Ya Bonde,Kenya,Samburu,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Magadi Hospital,QsmIZ4qXKu1,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,1,4,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Mai Mahiu Health centre,gOQusSBkyYc,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Maiela Health Centre,CAmQevXIQY1,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Maina Village Dispensary,MIgMMSvRJBH,18495,Afya Nyota Ya Bonde,Kenya,Laikipia,1,0,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Maralal Catholic Dispensary,idrKed2syZt,18495,Afya Nyota Ya Bonde,Kenya,Samburu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Maralal District Hospital,eT2w9orRIuy,18495,Afya Nyota Ya Bonde,Kenya,Samburu,1,0,18,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Mariakani Cottage Hospital Ongatta Rongai,gIrFdXkMO85,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Marigat Catholic Mission,Vz8YabbEyW7,18495,Afya Nyota Ya Bonde,Kenya,Baringo,1,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Marigat Sub District Hospital,tt54QU7NzUm,18495,Afya Nyota Ya Bonde,Kenya,Baringo,3,1,15,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Mashuru Health Centre,CeN7KiKBv0Z,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,3,0,37,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Matanya Dispensary,zoc68IonHsw,18495,Afya Nyota Ya Bonde,Kenya,Laikipia,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Mau Narok Health Centre,JRSpX3EoqO4,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,33,22,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Melwa Health Centre,HH1RPQbt2pB,18495,Afya Nyota Ya Bonde,Kenya,Laikipia,0,0,13,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Mercy Hospital,mVf7HZsDkRn,18495,Afya Nyota Ya Bonde,Kenya,Baringo,0,0,13,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Mirugi Kariuki Dispensary,moOFeG0Zztn,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,1,0,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Mochongoi Health Centre,My97DBWsE2O,18495,Afya Nyota Ya Bonde,Kenya,Baringo,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Mogorwa Health Centre,ldulF9PZ0Zv,18495,Afya Nyota Ya Bonde,Kenya,Baringo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Mogotio RHDC,EfApBHRkDsJ,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,1,0,9,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,Moi Ndabi Dispensary,xlNvINJQv5q,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
